Y,X,Z1,Z2
1.0,0.0,-0.4486549465020382,-0.5665204730798444
1.0,0.0,-0.9679452439581164,-0.3719337061254407
1.0,1.0,-0.023997755191109908,0.1988217912739188
1.0,0.0,-0.080075927892498,-0.4739393320798693
1.0,0.0,0.4573749593595484,-0.3013151016540505
1.0,1.0,0.9473002312618322,0.5758651679599571
1.0,0.0,-0.6797961661230084,-1.036699063480075
1.0,0.0,0.1736775204288715,-0.07218719491725858
1.0,0.0,-0.8348276033842554,-0.8246213255570525
1.0,1.0,0.29153677684348067,0.7724045170622368
1.0,1.0,1.0840682444147478,0.30910722293022846
1.0,1.0,0.3939602506487734,1.271712605607331
1.0,1.0,0.47886502418682436,-0.20875589086961305
1.0,0.0,-0.9027469136104248,-0.15553950933300578
1.0,1.0,0.21795488630867538,1.1583450076531157
1.0,1.0,0.3583219949779605,0.9055760170678039
1.0,1.0,1.139075412445373,1.1862531472642703
0.0,0.0,-1.5946091957416817,-1.3223442519649138
1.0,1.0,0.12495832275252902,1.0893076524489824
0.0,0.0,-0.9494400742776095,-0.5006077739785226
1.0,0.0,-1.5166012349575497,-0.8764788067899502
0.0,0.0,-0.7504008772825973,-1.0330257720370246
0.0,0.0,-1.851758258213898,-1.8594458238777436
0.0,0.0,-1.614153003909835,-0.9079881230458782
1.0,1.0,0.612031663293849,0.7824581671737533
1.0,0.0,-0.12935522920822876,-0.2403658294576958
1.0,1.0,0.1581221680628881,1.1989690440279945
1.0,1.0,-0.4279624834397769,0.7245788293003704
1.0,0.0,-0.2863974526130704,-0.877642295173237
1.0,0.0,-0.08055745656630597,0.020332380160991717
0.0,0.0,-1.427277737894901,-0.8349234695554787
1.0,0.0,-0.08878274970599417,-0.2838223566608108
1.0,1.0,0.3744793261635728,0.02576424451307064
1.0,1.0,-0.049201012482840444,0.5095259063162451
1.0,1.0,1.329955253859196,1.9604374165032812
1.0,0.0,-0.8988712169267921,-0.8417494063641013
1.0,1.0,0.20361402111166388,1.2390024706430474
1.0,1.0,0.5120703555559509,-0.12104637904413473
0.0,0.0,-0.33704776034503775,-0.4155366209063054
1.0,1.0,1.444875069091084,1.0005810160395106
1.0,1.0,0.5873451290268674,0.7772240518807496
1.0,0.0,-0.8360588672965827,-0.6239906153916129
1.0,1.0,1.0289935285238934,1.223240902269804
1.0,0.0,-0.31530043589810614,-0.7462079957123023
1.0,0.0,-0.14324311092630362,0.16622278662080095
1.0,1.0,1.1232825310577677,0.9055882435550807
1.0,0.0,-0.4486790980108348,0.08139444890866677
1.0,0.0,-0.9162935914762369,-1.219735457685792
1.0,1.0,0.13556435012910203,0.3562183166717769
1.0,1.0,-0.12431710370656447,-0.5427451660251655
1.0,1.0,0.2597224037036026,0.18686090979312384
0.0,0.0,-1.0003160393197421,-1.0184104304477268
1.0,1.0,0.6909811090181084,1.192402498751298
1.0,1.0,0.9137066187369515,0.48074421412623347
0.0,0.0,-0.93496740600072,0.15388741018121208
1.0,0.0,-0.4853151686095148,0.29248448456086784
1.0,0.0,0.11037163182168498,-0.24554253511872906
1.0,0.0,0.13858809365757804,-0.5312069353727561
1.0,1.0,1.5518628068875593,2.331479546024237
1.0,1.0,0.536852254105637,1.327784280172064
1.0,1.0,1.2210895673418771,2.591823112594639
0.0,0.0,-1.7399947148230797,-1.3823239237166913
0.0,0.0,-0.7215540128251763,0.3595156506496093
1.0,1.0,0.6733352652486676,0.7381182960008495
0.0,0.0,-0.4259011874940262,-1.1750468022466891
1.0,1.0,-0.043364151245393195,-0.137907575360503
1.0,1.0,0.310615102336989,0.4311465339417063
0.0,0.0,-0.49812698533842326,-0.383189440123232
1.0,0.0,-0.765324471960144,-0.7374035585669989
0.0,0.0,-1.2145332652334901,0.34888522273679873
1.0,1.0,0.2708796019381072,0.7171084989108203
1.0,1.0,1.3174380931416942,0.5363344449912169
1.0,1.0,2.0394167151913627,1.5815122016024954
0.0,0.0,-0.16033222901217414,-0.9681842829690052
1.0,1.0,-0.06409484410134962,0.6956382665343501
1.0,0.0,0.07183490525488258,-0.7901918033018178
1.0,1.0,0.06188236072329304,0.3345485268541022
1.0,0.0,-0.8087498476439406,-0.09808795372503075
1.0,1.0,1.082574603911845,0.642931570480002
0.0,0.0,-1.414854974776956,-1.7340450486515502
1.0,1.0,1.9541981620409588,2.121468954253635
1.0,1.0,-0.31115474164186935,0.24063770456039213
1.0,1.0,0.7074729372222721,1.7754104767605705
1.0,1.0,0.5007290706736616,0.8653095566486404
1.0,1.0,-0.06758415720347645,0.6028497683606512
1.0,1.0,1.3156669891584665,1.3333977913899413
1.0,0.0,-1.081961621079694,-1.0044607891741626
1.0,1.0,0.03231376396494988,0.26344935279247705
1.0,1.0,0.12500612944194414,-0.17625018975389828
0.0,0.0,-0.7152542461673659,-0.14226976941639166
0.0,0.0,-1.6390138047234397,-0.818302343110128
1.0,1.0,1.5957034443101996,2.051312042047619
1.0,1.0,0.7495466234032944,0.18031145771388254
1.0,0.0,-0.7889728382908086,-0.3967731621661056
1.0,1.0,0.2458039339566753,1.349920003934303
1.0,1.0,0.9048967130376541,0.9589440344006521
1.0,0.0,-0.23916196663432332,-0.4420042879098507
1.0,1.0,0.0732628726635457,0.35996264193549554
1.0,0.0,-0.6519288033944578,-0.7841224053652213
1.0,1.0,-0.16705041973078694,0.1194063189823977
1.0,1.0,-0.07628599728834926,0.4109935647699281
1.0,1.0,0.5258166206512525,1.2071843678181837
1.0,1.0,1.5013100523317506,1.5959595068786496
1.0,1.0,0.20155231974743562,1.7691421694625031
0.0,0.0,-0.6954611341099357,-1.086666298019351
1.0,0.0,-0.30272563345285086,-0.9229330586611023
1.0,0.0,0.008261421865908657,-1.7054724099087797
1.0,0.0,-0.5673938436510328,0.30073713726354523
0.0,0.0,-0.44162090839486917,-0.19360763422691957
1.0,0.0,-0.16640186137728533,-0.32368674444568724
1.0,1.0,0.294181075057482,0.8972199541912466
1.0,0.0,-0.7159238571820384,-0.788254787719959
1.0,0.0,-0.4693611181806044,-0.9960478855491175
1.0,0.0,-0.20087567521444188,-0.8789876305806386
1.0,1.0,0.6086115785485289,-0.028304174798134657
1.0,1.0,0.11220761646233922,0.6416882972280118
1.0,1.0,0.5357107762731191,1.1444034196687833
1.0,1.0,0.8010820744634332,1.1942248227937968
0.0,0.0,-0.06952964298338625,-0.9377934000432842
0.0,0.0,-0.23630162693286497,-0.07430891068194927
0.0,0.0,0.0524325170923448,0.06792742720893788
1.0,0.0,-0.008998261561047138,-0.22469613893887624
1.0,1.0,0.981729734555053,-0.06845538765771313
0.0,0.0,-2.0785258769492296,-1.8587739936753458
0.0,0.0,-0.8073652195564114,-0.9281716204611579
1.0,0.0,-0.7755170852982071,-0.963252544495151
1.0,0.0,-0.24701056122870704,-0.6648308487094039
0.0,0.0,-1.1632233501218754,-1.2570874231109377
1.0,0.0,-0.023475599496017192,-0.4662148555275111
